ID,subsystem
R_DDSMSTOLR,Steroid metabolism
R_C4STMO1,Cholesterol metabolism
R_3MOBDC2m,"Valine, leucine, and isoleucine metabolism"
R_LPAMMPTm,"Valine, leucine, and isoleucine metabolism"
R_4MOPDC2m,"Valine, leucine, and isoleucine metabolism"
R_LPAMMBTm,"Valine, leucine, and isoleucine metabolism"
R_3MOPDC2m,"Valine, leucine, and isoleucine metabolism"
R_LPAMMBT2m,"Valine, leucine, and isoleucine metabolism"
R_GCC2cm,"Glycine, serine, alanine and threonine metabolism"
R_R2126_g,O-glycan synthesis
R_R2127_r,O-glycan synthesis
R_R2128_g,O-glycan synthesis
R_3OACOAS,Fatty acid synthesis
R_3OACOAR,Fatty acid synthesis
R_ECOAH8,Fatty acid synthesis
R_ECOARr,Fatty acid synthesis
R_ECOARm,Fatty acid synthesis
R_ECOARp,Fatty acid synthesis
R_3OAS180m,Fatty acid synthesis
R_R2139_m,Miscellaneous
R_R2140_m,Miscellaneous
R_R2141_m,Miscellaneous
R_R2142_m,Miscellaneous
R_R2143_m,Miscellaneous
R_R2144_l,keratan sulfate degradation
R_R2145_l,keratan sulfate degradation
R_R2146_l,keratan sulfate degradation
R_R2147_l,keratan sulfate degradation
R_R2148_l,keratan sulfate degradation
R_R2149_e,heparan sulfate degradation
R_R2150_l,heparan sulfate degradation
R_R2151_l,heparan sulfate degradation
R_R2152_l,heparan sulfate degradation
R_R2153_l,heparan sulfate degradation
R_R2154_l,heparan sulfate degradation
R_R2155_e,heparan sulfate degradation
R_R2156_l,heparan sulfate degradation
R_R2157_l,heparan sulfate degradation
R_R2158_l,heparan sulfate degradation
R_R2159_l,heparan sulfate degradation
R_R2160_e,Chondroitin sulfate degradation
R_R2161_e,Miscellaneous
R_PLA2_2,Glycerophospholipid metabolism
R_PLA2_2rm,Glycerophospholipid metabolism
R_PLA2_2e,Glycerophospholipid metabolism
R_PLA2_1,Glycerophospholipid metabolism
R_R2166_c,Fatty acid oxidation
R_R2167_p,Fatty acid oxidation
R_R2168_p,Fatty acid oxidation
R_R2169_p,Fatty acid oxidation
R_DESAT18_10,Fatty acid synthesis
R_R2171_p,Fatty acid oxidation
R_R2172_m,Fatty acid oxidation
R_R2173_m,Fatty acid oxidation
R_R2174_m,Fatty acid oxidation
R_R2175_m,Fatty acid oxidation
R_R2176_p,Fatty acid oxidation
R_R2177_c,Miscellaneous
R_R2178_p,Miscellaneous
R_R2180_r,Miscellaneous
R_R2181_p,Fatty acid oxidation
R_R2182_m,Fatty acid oxidation
R_R2183_m,Fatty acid oxidation
R_R2184_m,Fatty acid oxidation
R_R2185_m,Fatty acid oxidation
R_R2186_p,Fatty acid oxidation
R_R2188_p,Miscellaneous
R_R2189_p,Miscellaneous
R_R2190_p,Miscellaneous
R_H6ET3er,Phosphatidylinositol phosphate metabolism
R_FA140ACPH,Fatty acid oxidation
R_FA180ACPH,Fatty acid oxidation
R_FACOAE180,Fatty acid synthesis
R_FACOAE180n,Fatty acid synthesis
R_R2196_c,Fatty acid synthesis
R_R2197_n,Fatty acid synthesis
R_R2198_c,Fatty acid synthesis
R_R2199_n,Fatty acid synthesis
R_FACOAE1829Z12Z,Fatty acid synthesis
R_FACOAE1829Z12Zn,Fatty acid synthesis
R_FACOAE1839Z12Z15Z,Fatty acid synthesis
R_FACOAE1839Z12Z15Zn,Fatty acid synthesis
R_R2204_c,Fatty acid synthesis
R_R2205_n,Fatty acid synthesis
R_R2206_c,Fatty acid synthesis
R_R2207_n,Fatty acid synthesis
R_FACOAE1836Z9Z12Z,Fatty acid synthesis
R_FACOAE1836Z9Z12Zn,Fatty acid synthesis
R_R2210_c,Fatty acid synthesis
R_R2211_n,Fatty acid synthesis
R_R2212_c,Fatty acid synthesis
R_R2213_n,Fatty acid synthesis
R_ACGAMPM,Aminosugar metabolism
R_SERTRS2,"Glycine, serine, alanine and threonine metabolism"
R_SERTRS2m,"Glycine, serine, alanine and threonine metabolism"
R_R2217_c,Miscellaneous
R_R2218_c,Selenoamino acid metabolism
R_5FLURAOR,Miscellaneous
R_56DH5FLURAAMH,Miscellaneous
R_AFLBURPPAAMH,Miscellaneous
R_R2222_c,Miscellaneous
R_5FLURAPRT,Miscellaneous
R_R2224_c,Miscellaneous
R_R2225_c,Miscellaneous
R_R2226_m,Miscellaneous
R_R2227_p,Miscellaneous
R_R2228_c,Miscellaneous
R_6MPURPRT,Miscellaneous
R_R2230_c,Miscellaneous
R_R2231_c,Miscellaneous
R_6TINS5MPOR,Miscellaneous
R_R2233_c,Miscellaneous
R_6TXAN5MPAML,Miscellaneous
R_TGUAPRT,Miscellaneous
R_R2236_c,Miscellaneous
R_R2237_c,Miscellaneous
R_R2238_c,Miscellaneous
R_R2239_r,Miscellaneous
R_R2240_c,Miscellaneous
R_R2241_r,Miscellaneous
R_R2242_c,Miscellaneous
R_R2243_r,Miscellaneous
R_R2244_r,Miscellaneous
R_R2245_r,Miscellaneous
R_R2246_e,Miscellaneous
R_R2247_l,Miscellaneous
R_R2248_r,Miscellaneous
R_R2249_r,Miscellaneous
R_R2250_r,Miscellaneous
R_R2251_c,Miscellaneous
R_R2252_r,Miscellaneous
R_R2253_r,Miscellaneous
R_R2254_c,Miscellaneous
R_R2255_r,Miscellaneous
R_R2256_c,Miscellaneous
R_R2257_r,Miscellaneous
R_R2258_c,Miscellaneous
R_R2259_r,Miscellaneous
R_R2260_c,Miscellaneous
R_R2261_r,Miscellaneous
R_R2262_c,Miscellaneous
R_R2263_r,Miscellaneous
R_R2264_c,Miscellaneous
R_R2265_r,Miscellaneous
R_R2266_c,Miscellaneous
R_R2267_r,Miscellaneous
R_R2268_c,Miscellaneous
R_R2269_r,Miscellaneous
R_R2270_c,Miscellaneous
R_R2271_r,Miscellaneous
R_R2272_p,Miscellaneous
R_R2273_c,Miscellaneous
R_R2274_c,Miscellaneous
R_R2275_c,Miscellaneous
R_R2276_c,Miscellaneous
R_R2277_r,Miscellaneous
R_R2278_c,Miscellaneous
R_R2279_r,Miscellaneous
R_R2280_c,Miscellaneous
R_R2281_r,Miscellaneous
R_LIDODM,Miscellaneous
R_LIDODMr,Miscellaneous
R_LIDOMO,Miscellaneous
R_LIDOMOr,Miscellaneous
R_R2286_c,Miscellaneous
R_R2287_r,Miscellaneous
R_R2288_c,Miscellaneous
R_R2289_r,Miscellaneous
R_R2290_c,Miscellaneous
R_R2291_c,Miscellaneous
R_R2292_c,Miscellaneous
R_R2293_c,Miscellaneous
R_R2294_r,Miscellaneous
R_R2295_c,Miscellaneous
R_R2296_r,Miscellaneous
R_R2297_c,Miscellaneous
R_R2298_r,Miscellaneous
R_R2299_c,Miscellaneous
R_R2300_r,Miscellaneous
R_R2301_c,Miscellaneous
R_R2302_r,Miscellaneous
R_R2303_c,Miscellaneous
R_R2304_r,Miscellaneous
R_R2305_c,Miscellaneous
R_R2306_r,Miscellaneous
R_CITALDM,Miscellaneous
R_CITALDMr,Miscellaneous
R_CITALOR,Miscellaneous
R_DMCITALOR,Miscellaneous
R_DDMCITALOR,Miscellaneous
R_CITALALDOR,Miscellaneous
R_APCS,Glutathione metabolism
R_R2314_c,Glutathione metabolism
R_R2315_m,Glutathione metabolism
R_R2316_p,Glutathione metabolism
R_R2317_c,Glutathione metabolism
R_R2318_n,Glutathione metabolism
R_R2319_c,Glutathione metabolism
R_R2320_n,Glutathione metabolism
R_RDH1a,Vitamin A metabolism
R_RDH3a,Vitamin A metabolism
R_CRETINOLPMTACT,Vitamin A metabolism
R_RDH2r,Vitamin A metabolism
R_RDH2a,Vitamin A metabolism
R_R2326_c,Vitamin A metabolism
R_LRAT,Vitamin A metabolism
R_RETH2,Vitamin A metabolism
R_LRAT1_c,Vitamin A metabolism
R_R2330_c,Vitamin A metabolism
R_R2331_r,Vitamin A metabolism
R_R2332_c,Vitamin A metabolism
R_R2333_r,Vitamin A metabolism
R_RAHY,Vitamin A metabolism
R_RAHYr,Vitamin A metabolism
R_R2336_c,NAD metabolism
R_P45027A1m,Bile acid synthesis
R_AKGDm,Citric acid cycle
R_UDPGNP,Pentose phosphate pathway
R_R2341_c,Bile acid synthesis
R_R2342_c,Bile acid synthesis
R_R2343_c,Bile acid synthesis
R_R2344_m,Bile acid synthesis
R_R2345_m,Bile acid synthesis
R_R2346_c,Bile acid synthesis
R_R2347_c,Bile acid synthesis
R_R2348_p,Bile acid synthesis
R_R2349_p,Bile acid synthesis
R_R2350_m,Bile acid synthesis
R_R2351_m,Bile acid synthesis
R_P45027A16m,Bile acid synthesis
R_P45027A13m,Bile acid synthesis
R_R2354_m,Ubiquinone metabolism
R_R2355_m,Ubiquinone metabolism
R_R2356_m,Ubiquinone metabolism
R_R2357_m,Ubiquinone metabolism
R_R2358_m,Ubiquinone metabolism
R_R2359_c,Steroid metabolism
R_R2360_c,Steroid metabolism
R_R2361_m,Steroid metabolism
R_R2362_c,Steroid metabolism
R_R2363_c,Tyrosine metabolism
R_SMSgm,Sphingolipid metabolism
R_SMSpm,Sphingolipid metabolism
R_R2366_c,Steroid metabolism
R_R2367_m,Steroid metabolism
R_R2368_c,Glycerophospholipid metabolism
R_R2369_r,Glycerophospholipid metabolism
R_R2370_c,Glycerophospholipid metabolism
R_R2371_c,Glycerophospholipid metabolism
R_R2372_r,Glycerophospholipid metabolism
R_R2376_e,Glycolysis/gluconeogenesis
R_R2377_e,Glycolysis/gluconeogenesis
R_DPPSm,Miscellaneous
R_R2381_r,O-glycan synthesis
R_R2382_l,O-glycan synthesis
R_R2383_g,O-glycan synthesis
R_R2384_e,O-glycan synthesis
R_R2385_g,O-glycan synthesis
R_R2386_g,O-glycan synthesis
R_R2387_g,O-glycan synthesis
R_R2388_c,O-glycan synthesis
R_R2389_r,O-glycan synthesis
R_R2390_r,O-glycan synthesis
R_R2391_c,Selenoamino acid metabolism
R_R2392_c,Selenoamino acid metabolism
R_R2393_c,Selenoamino acid metabolism
R_R2394_m,Selenoamino acid metabolism
R_CPMPS,Miscellaneous
R_R2396_c,Miscellaneous
R_R2397_c,Xenobiotics metabolism
R_R2398_r,Xenobiotics metabolism
R_P4503A5,Cytochrome metabolism
R_P4503A5r,Cytochrome metabolism
R_R2401_c,Xenobiotics metabolism
R_R2402_r,Xenobiotics metabolism
R_R2403_p,Xenobiotics metabolism
R_R2404_r,Xenobiotics metabolism
R_R2405_c,Xenobiotics metabolism
R_R2406_c,Xenobiotics metabolism
R_R2407_c,Xenobiotics metabolism
R_R2408_c,Xenobiotics metabolism
R_R2409_c,Xenobiotics metabolism
R_R2410_r,Xenobiotics metabolism
R_R2411_r,Xenobiotics metabolism
R_R2412_c,Xenobiotics metabolism
R_R2413_r,Xenobiotics metabolism
R_R2414_r,Fatty acid synthesis
R_R2415_c,Xenobiotics metabolism
R_R2416_c,Xenobiotics metabolism
R_R2417_r,Xenobiotics metabolism
R_R2418_r,Xenobiotics metabolism
R_R2419_c,Xenobiotics metabolism
R_R2420_r,Xenobiotics metabolism
R_R2421_c,Xenobiotics metabolism
R_R2422_r,Xenobiotics metabolism
R_R2423_r,Xenobiotics metabolism
R_R2424_l,Fatty acid synthesis
R_R2425_c,Fatty acid synthesis
R_R2426_n,Fatty acid synthesis
R_10FTHFtm,"Transport, mitochondrial"
R_O2tm,"Transport, mitochondrial"
R_O2t,"Transport, extracellular"
R_2HCO3_NAt,"Transport, extracellular"
R_34DHOXPEGt,"Transport, extracellular"
R_34DHPHEt,"Transport, extracellular"
R_3HCO3_NAt,"Transport, extracellular"
R_r0941,"Transport, mitochondrial"
R_MAGt,"Transport, extracellular"
R_3SALAASPm,"Transport, mitochondrial"
R_4ABUTtm,"Transport, mitochondrial"
R_4MOPt2im,"Transport, mitochondrial"
R_5HTRPVESSEC,"Transport, extracellular"
R_5MTHFt,"Transport, extracellular"
R_ABUTt2r,"Transport, extracellular"
R_ABUTt2rL,"Transport, lysosomal"
R_ABUTt4_2_r,"Transport, extracellular"
R_ACACt2,"Transport, extracellular"
R_ACACt2m,"Transport, mitochondrial"
R_ACACtx,"Transport, peroxisomal"
R_ACALDt,"Transport, extracellular"
R_ACALDtm,"Transport, mitochondrial"
R_ACALDtx,"Transport, peroxisomal"
R_ACCOAgt,"Transport, extracellular"
R_ACCOAtn,"Transport, nuclear"
R_ACCOAtr,"Transport, endoplasmic reticular"
R_ACGAMtly,"Transport, lysosomal"
R_ACHVESSEC,"Transport, extracellular"
R_ACNAMlt,"Transport, lysosomal"
R_ACNAMtn,"Transport, nuclear"
R_ACt2m,"Transport, mitochondrial"
R_ACt2r,"Transport, extracellular"
R_ADEt,"Transport, extracellular"
R_ADEtl,"Transport, lysosomal"
R_ADNt,"Transport, extracellular"
R_ADNt4,"Transport, extracellular"
R_ADNt5le,"Transport, extracellular"
R_ADNtl,"Transport, lysosomal"
R_ADNtm,"Transport, mitochondrial"
R_ADPtx,"Transport, peroxisomal"
R_ADRNLPVESSEC,"Transport, extracellular"
R_AFLATOXINte,"Transport, extracellular"
R_AHANDROSTANGLCte,"Transport, extracellular"
R_AHCYStn,"Transport, nuclear"
R_AHCYStr,"Transport, endoplasmic reticular"
R_AKGMALtm,"Transport, mitochondrial"
R_AKGt4_3,"Transport, extracellular"
R_AKGtp,"Transport, peroxisomal"
R_ALAASNNaEx,"Transport, extracellular"
R_ALACYSNaEx,"Transport, extracellular"
R_ALADGLNexR,"Transport, extracellular"
R_ALADGLYexR,"Transport, extracellular"
R_ALAGLNNaEx,"Transport, extracellular"
R_ALAGLNexR,"Transport, extracellular"
R_ALAGLYexR,"Transport, extracellular"
R_ALASERNaEx,"Transport, extracellular"
R_ALATHRNaEx,"Transport, extracellular"
R_ALAt2r,"Transport, extracellular"
R_ALAt2rL,"Transport, lysosomal"
R_ALAt4,"Transport, extracellular"
R_ALAtN1,"Transport, extracellular"
R_AMETr,"Transport, endoplasmic reticular"
R_AMETt2m,"Transport, mitochondrial"
R_AMETtn,"Transport, nuclear"
R_AMPtp,"Transport, peroxisomal"
R_AMPtr,"Transport, endoplasmic reticular"
R_ANDRSTRNGLCte,"Transport, extracellular"
R_ARAB_Lt,"Transport, extracellular"
R_ARGLYSex,"Transport, extracellular"
R_ARGt4,"Transport, extracellular"
R_ARGtiDF,"Transport, extracellular"
R_ARGtm,"Transport, mitochondrial"
R_ASCBt4,"Transport, extracellular"
R_ASNALANaEx,"Transport, extracellular"
R_ASNCYSNaEx,"Transport, extracellular"
R_ASNGLNNaEx,"Transport, extracellular"
R_ASNSERNaEx,"Transport, extracellular"
R_ASNTHRNaEx,"Transport, extracellular"
R_ASNt4,"Transport, extracellular"
R_ASNtN1,"Transport, extracellular"
R_ASNtm,"Transport, mitochondrial"
R_ASPGLUm,"Transport, mitochondrial"
R_ATP2ter,"Transport, endoplasmic reticular"
R_ATPasel,"Transport, lysosomal"
R_ATPtm,"Transport, mitochondrial"
R_ATPtn,"Transport, nuclear"
R_ATPtx,"Transport, peroxisomal"
R_BALAVECSEC,"Transport, extracellular"
R_BALAtmr,"Transport, mitochondrial"
R_BHBt,"Transport, extracellular"
R_BHBtm,"Transport, mitochondrial"
R_BILDGLCURt,"Transport, extracellular"
R_BILDGLCURte,"Transport, extracellular"
R_BILIRUBt2,"Transport, extracellular"
R_BILIRUBtr,"Transport, endoplasmic reticular"
R_BIOCYTtn,"Transport, nuclear"
R_BTNt2,"Transport, extracellular"
R_BTNt2m,"Transport, mitochondrial"
R_BTNt3ile,"Transport, extracellular"
R_BTNt4i,"Transport, extracellular"
R_BTNtn,"Transport, nuclear"
R_CAMPt,"Transport, extracellular"
R_CAROtr,"Transport, extracellular"
R_CGLYt3_2_,"Transport, extracellular"
R_CGMPt,"Transport, extracellular"
R_CHLtm,"Transport, mitochondrial"
R_CHOLt4,"Transport, extracellular"
R_CHOLtn,"Transport, nuclear"
R_CHOLtu,"Transport, extracellular"
R_CHSTEROLt,"Transport, extracellular"
R_CHSTEROLt1,"Transport, mitochondrial"
R_CHSTEROLtg,"Transport, golgi apparatus"
R_CITRtm,"Transport, mitochondrial"
R_CITt4_2,"Transport, extracellular"
R_CITt4_4,"Transport, extracellular"
R_CITtam,"Transport, mitochondrial"
R_CITtbm,"Transport, mitochondrial"
R_CLFORtex,"Transport, extracellular"
R_CLFORtex2,"Transport, extracellular"
R_CLHCO3tex2,"Transport, extracellular"
R_CLHCO3tex,"Transport, extracellular"
R_CMPACNAtg,"Transport, golgi apparatus"
R_CMPACNAtn,"Transport, nuclear"
R_FALDt,"Transport, mitochondrial"
R_CREATt4_2_r,"Transport, extracellular"
R_CRNt,"Transport, extracellular"
R_CRNtHa,"Transport, extracellular"
R_CRNtim,"Transport, mitochondrial"
R_CRNti,"Transport, mitochondrial"
R_CRNtuNa,"Transport, extracellular"
R_CTPtn,"Transport, nuclear"
R_CYSALANaEx,"Transport, extracellular"
R_CYSASNNaEx,"Transport, extracellular"
R_CYSGLNNaEx,"Transport, extracellular"
R_CYSGLUexR,"Transport, extracellular"
R_CYSGLYex,"Transport, extracellular"
R_CYSGLYexR,"Transport, extracellular"
R_CYSSERNaEx,"Transport, extracellular"
R_CYSTGLUex,"Transport, extracellular"
R_CYSTHRNaEx,"Transport, extracellular"
R_CYSTSERex,"Transport, extracellular"
R_CYSt4,"Transport, extracellular"
R_CYStec,"Transport, extracellular"
R_CYTDt,"Transport, extracellular"
R_CYTDt4,"Transport, extracellular"
R_CYTDt5le,"Transport, extracellular"
R_CYTDtl,"Transport, lysosomal"
R_CYTDtm,"Transport, mitochondrial"
R_DADNt4,"Transport, extracellular"
R_DALAt2r,"Transport, extracellular"
R_DALAt2rL,"Transport, lysosomal"
R_DCYTt,"Transport, extracellular"
R_DGSNt,"Transport, extracellular"
R_DGSNtm,"Transport, mitochondrial"
R_DHAAt1r,"Transport, extracellular"
R_DINt,"Transport, extracellular"
R_DNDPt10m,"Transport, mitochondrial"
R_DNDPt11m,"Transport, mitochondrial"
R_DNDPt12m,"Transport, mitochondrial"
R_DNDPt13m,"Transport, mitochondrial"
R_DNDPt14m,"Transport, mitochondrial"
R_DNDPt15m,"Transport, mitochondrial"
R_DNDPt16m,"Transport, mitochondrial"
R_DNDPt17m,"Transport, mitochondrial"
R_DNDPt18m,"Transport, mitochondrial"
R_DNDPt19m,"Transport, mitochondrial"
R_DNDPt1m,"Transport, mitochondrial"
R_DNDPt20m,"Transport, mitochondrial"
R_DNDPt21m,"Transport, mitochondrial"
R_DNDPt22m,"Transport, mitochondrial"
R_DNDPt23m,"Transport, mitochondrial"
R_DNDPt24m,"Transport, mitochondrial"
R_DNDPt25m,"Transport, mitochondrial"
R_DNDPt26m,"Transport, mitochondrial"
R_DNDPt27m,"Transport, mitochondrial"
R_DNDPt28m,"Transport, mitochondrial"
R_DNDPt29m,"Transport, mitochondrial"
R_DNDPt2m,"Transport, mitochondrial"
R_DNDPt30m,"Transport, mitochondrial"
R_DNDPt31m,"Transport, mitochondrial"
R_DNDPt32m,"Transport, mitochondrial"
R_DNDPt33m,"Transport, mitochondrial"
R_DNDPt34m,"Transport, mitochondrial"
R_DNDPt35m,"Transport, mitochondrial"
R_DNDPt36m,"Transport, mitochondrial"
R_DNDPt37m,"Transport, mitochondrial"
R_DNDPt38m,"Transport, mitochondrial"
R_DNDPt39m,"Transport, mitochondrial"
R_DNDPt3m,"Transport, mitochondrial"
R_DNDPt40m,"Transport, mitochondrial"
R_DNDPt41m,"Transport, mitochondrial"
R_DNDPt42m,"Transport, mitochondrial"
R_DNDPt43m,"Transport, mitochondrial"
R_DNDPt44m,"Transport, mitochondrial"
R_DNDPt45m,"Transport, mitochondrial"
R_DNDPt46m,"Transport, mitochondrial"
R_DNDPt47m,"Transport, mitochondrial"
R_DNDPt48m,"Transport, mitochondrial"
R_DNDPt49m,"Transport, mitochondrial"
R_DNDPt4m,"Transport, mitochondrial"
R_DNDPt50m,"Transport, mitochondrial"
R_DNDPt51m,"Transport, mitochondrial"
R_DNDPt52m,"Transport, mitochondrial"
R_DNDPt53m,"Transport, mitochondrial"
R_DNDPt54m,"Transport, mitochondrial"
R_DNDPt55m,"Transport, mitochondrial"
R_DNDPt56m,"Transport, mitochondrial"
R_DNDPt57m,"Transport, mitochondrial"
R_DNDPt58m,"Transport, mitochondrial"
R_DNDPt59m,"Transport, mitochondrial"
R_DNDPt5m,"Transport, mitochondrial"
R_DNDPt60m,"Transport, mitochondrial"
R_DNDPt61m,"Transport, mitochondrial"
R_DNDPt62m,"Transport, mitochondrial"
R_DNDPt63m,"Transport, mitochondrial"
R_DNDPt6m,"Transport, mitochondrial"
R_DNDPt7m,"Transport, mitochondrial"
R_DNDPt8m,"Transport, mitochondrial"
R_DNDPt9m,"Transport, mitochondrial"
R_DOPAVESSEC,"Transport, extracellular"
R_DOPAt4_2_r,"Transport, extracellular"
R_DOPAtu,"Transport, extracellular"
R_DURIt,"Transport, extracellular"
R_ESTRIOLGLCte,"Transport, extracellular"
R_ESTRONEGLCt,"Transport, extracellular"
R_ETOHt,"Transport, extracellular"
R_FADH2tru,"Transport, endoplasmic reticular"
R_FADH2tx,"Transport, peroxisomal"
R_FADtru,"Transport, endoplasmic reticular"
R_FADtx,"Transport, peroxisomal"
R_FALDtm,"Transport, mitochondrial"
R_FATP4t,"Transport, extracellular"
R_FATP5t,"Transport, extracellular"
R_FE2t,"Transport, extracellular"
R_FE2tm,"Transport, mitochondrial"
R_FORt2m,"Transport, mitochondrial"
R_FRUt1r,"Transport, extracellular"
R_FRUt4,"Transport, extracellular"
R_FUMSO3tm,"Transport, mitochondrial"
R_FUMSO4tm,"Transport, mitochondrial"
R_FUMTSULtm,"Transport, mitochondrial"
R_FUMtm,"Transport, mitochondrial"
R_G6Pter,"Transport, endoplasmic reticular"
R_GABAVESSEC,"Transport, extracellular"
R_GALt1r,"Transport, extracellular"
R_GALt2_2,"Transport, extracellular"
R_GALt4,"Transport, extracellular"
R_GALt4_2,"Transport, extracellular"
R_GALtly,"Transport, lysosomal"
R_GAMt1r,"Transport, extracellular"
R_GDPFUCtg,"Transport, golgi apparatus"
R_GDPtg,"Transport, golgi apparatus"
R_GLCMter,"Transport, extracellular"
R_GLCURter,"Transport, endoplasmic reticular"
R_GLCURtly,"Transport, lysosomal"
R_GLCt1r,"Transport, extracellular"
R_GLCt2_2,"Transport, extracellular"
R_GLCt2,"Transport, extracellular"
R_GLCt4,"Transport, extracellular"
R_GLCt4_2,"Transport, extracellular"
R_GLCter,"Transport, endoplasmic reticular"
R_GLCtg,"Transport, golgi apparatus"
R_GLCtly,"Transport, lysosomal"
R_GLNALANaEx,"Transport, extracellular"
R_GLNASNNaEx,"Transport, extracellular"
R_GLNCYSNaEx,"Transport, extracellular"
R_GLNSERNaEx,"Transport, extracellular"
R_GLNTHRNaEx,"Transport, extracellular"
R_GLNt4,"Transport, extracellular"
R_GLNtN1,"Transport, extracellular"
R_GLNtm,"Transport, mitochondrial"
R_GLUVESSEC,"Transport, extracellular"
R_GLUt2m,"Transport, mitochondrial"
R_GLUt7l,"Transport, lysosomal"
R_GLYBt4_2_r,"Transport, extracellular"
R_GLYBtm,"Transport, mitochondrial"
R_GLYC3Ptm,"Transport, mitochondrial"
R_GLYCLTtp,"Transport, peroxisomal"
R_GLYCt,"Transport, extracellular"
R_GLYCtm,"Transport, mitochondrial"
R_GLYVESSEC,"Transport, extracellular"
R_GLYt2r,"Transport, extracellular"
R_GLYt2rL,"Transport, lysosomal"
R_GLYt4,"Transport, extracellular"
R_GLYt7_211_r,"Transport, extracellular"
R_GLYt7_311_r,"Transport, extracellular"
R_GLYtm,"Transport, mitochondrial"
R_GLYtp,"Transport, peroxisomal"
R_GP1Cte,"Transport, extracellular"
R_GSNt,"Transport, extracellular"
R_GSNt4,"Transport, extracellular"
R_GSNt5le,"Transport, extracellular"
R_GSNtl,"Transport, lysosomal"
R_GSNtm,"Transport, mitochondrial"
R_GUAt,"Transport, extracellular"
R_H2O2t,"Transport, extracellular"
R_H2O2tm,"Transport, mitochondrial"
R_H2O2tp,"Transport, peroxisomal"
R_H2Ot,"Transport, extracellular"
R_H2Otm,"Transport, mitochondrial"
R_HCO3_CLt,"Transport, extracellular"
R_HCO3_NAt,"Transport, extracellular"
R_HISTAVESSEC,"Transport, extracellular"
R_HISTAtu,"Transport, extracellular"
R_HISt4,"Transport, extracellular"
R_HIStN1,"Transport, extracellular"
R_HIStiDF,"Transport, extracellular"
R_HPACtr,"Transport, extracellular"
R_HXANtl,"Transport, lysosomal"
R_HXANtx,"Transport, peroxisomal"
R_HYXNt,"Transport, extracellular"
R_Htm,"Transport, mitochondrial"
R_Htr,"Transport, endoplasmic reticular"
R_Htx,"Transport, peroxisomal"
R_ILEt4,"Transport, extracellular"
R_ILEt5m,"Transport, mitochondrial"
R_ILEtec,"Transport, extracellular"
R_INSTt2r,"Transport, extracellular"
R_INSTt4,"Transport, extracellular"
R_INSTt4_2,"Transport, extracellular"
R_INSt,"Transport, extracellular"
R_INSt4,"Transport, extracellular"
R_INSt5le,"Transport, extracellular"
R_INStl,"Transport, lysosomal"
R_INStm,"Transport, mitochondrial"
R_LCTStg,"Transport, extracellular"
R_LEUKTRB4tr,"Transport, endoplasmic reticular"
R_LEUt4,"Transport, extracellular"
R_LEUt5m,"Transport, mitochondrial"
R_LEUtec,"Transport, extracellular"
R_LYSt4,"Transport, extracellular"
R_LYStiDF,"Transport, extracellular"
R_LYStm,"Transport, mitochondrial"
R_LYStn,"Transport, nuclear"
R_L_LACt2r,"Transport, extracellular"
R_L_LACt4r,"Transport, extracellular"
R_L_LACtcm,"Transport, mitochondrial"
R_L_LACtm,"Transport, mitochondrial"
R_MALSO3tm,"Transport, mitochondrial"
R_MALSO4tm,"Transport, mitochondrial"
R_MALTSULtm,"Transport, mitochondrial"
R_MALTt1r,"Transport, extracellular"
R_MALtm,"Transport, mitochondrial"
R_MANt1r,"Transport, extracellular"
R_MANt4,"Transport, extracellular"
R_MANter,"Transport, endoplasmic reticular"
R_MANtg,"Transport, golgi apparatus"
R_MANtly,"Transport, lysosomal"
R_MEOHt2,"Transport, extracellular"
R_METLEUex,"Transport, extracellular"
R_METt4,"Transport, extracellular"
R_METtec,"Transport, extracellular"
R_MI13456Ptn,"Transport, nuclear"
R_MTHGXLt,"Transport, extracellular"
R_NACUP,"Transport, extracellular"
R_NADHtpu,"Transport, peroxisomal"
R_NADHtru,"Transport, endoplasmic reticular"
R_NADPHtru,"Transport, endoplasmic reticular"
R_NADPHtxu,"Transport, peroxisomal"
R_NADPtru,"Transport, endoplasmic reticular"
R_NADPtxu,"Transport, peroxisomal"
R_NADtn,"Transport, nuclear"
R_NADtpu,"Transport, peroxisomal"
R_NADtru,"Transport, endoplasmic reticular"
R_NAHCO3_HCLt,"Transport, extracellular"
R_NAt,"Transport, extracellular"
R_NAt3_1,"Transport, extracellular"
R_NAt3_1g,"Transport, golgi apparatus"
R_NCAMUP,"Transport, extracellular"
R_NCCt,"Transport, extracellular"
R_NOt,"Transport, extracellular"
R_NPTHLte,"Transport, extracellular"
R_NRPPHRVESSEC,"Transport, extracellular"
R_NRPPHRt4_2_r,"Transport, extracellular"
R_NRPPHRtu,"Transport, extracellular"
R_ORNt3m,"Transport, mitochondrial"
R_ORNt4m,"Transport, mitochondrial"
R_ORNtiDF,"Transport, extracellular"
R_PAPStg,"Transport, golgi apparatus"
R_PAPtg,"Transport, golgi apparatus"
R_PCFLOPm,"Transport, mitochondrial"
R_PCt,"Transport, extracellular"
R_PHEMEt,"Transport, extracellular"
R_PHEt4,"Transport, extracellular"
R_PHEtec,"Transport, extracellular"
R_PIt2m,"Transport, mitochondrial"
R_PIt7,"Transport, extracellular"
R_PIt7i,"Transport, extracellular"
R_PIt8,"Transport, extracellular"
R_PIt9,"Transport, extracellular"
